Egg.ID,Project.clutch.ID,Project.clutch.ID.x,Breeding.year,Analyses.breeding.habitat.type,Region.Country,Region.County,county,Region.central.longitude.coordinate,Region.central.latitude.coordinate,Clutch.size,Analyses.Clutch.Failure.Category,Incubation.type,Fertility,Hatching.outcome,Hatching.outcome.binomial,Analyses.Failed.egg.category,Embryo.stage,Ordinal.embryo.staging,Cooney.et.al.Phase.category
Wild.egg.6,Wild.Clutch.2,ECC_10.2022.01BOS5,2022,Grassland,England,Warwickshire,['Warwickshire'],-1.5688,52.1798,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.7,Wild.Clutch.2,ECC_10.2022.01BOS5,2022,Grassland,England,Warwickshire,['Warwickshire'],-1.5688,52.1798,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.8,Wild.Clutch.2,ECC_10.2022.01BOS5,2022,Grassland,England,Warwickshire,['Warwickshire'],-1.5688,52.1798,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.9,Wild.Clutch.3,ECC_10.2022.02MD,2022,Grassland,England,Warwickshire,['Warwickshire'],-1.5688,52.1798,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.10,Wild.Clutch.3,ECC_10.2022.02MD,2022,Grassland,England,Warwickshire,['Warwickshire'],-1.5688,52.1798,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.11,Wild.Clutch.3,ECC_10.2022.02MD,2022,Grassland,England,Warwickshire,['Warwickshire'],-1.5688,52.1798,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.12,Wild.Clutch.3,ECC_10.2022.02MD,2022,Grassland,England,Warwickshire,['Warwickshire'],-1.5688,52.1798,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.13,Wild.Clutch.4,ECC_11.2022.Cruninish.LLE/2,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.14,Wild.Clutch.4,ECC_11.2022.Cruninish.LLE/2,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.15,Wild.Clutch.4,ECC_11.2022.Cruninish.LLE/2,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.16,Wild.Clutch.4,ECC_11.2022.Cruninish.LLE/2,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.17,Wild.Clutch.5,ECC_11.2022.Cruninish.LLE/4,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.18,Wild.Clutch.5,ECC_11.2022.Cruninish.LLE/4,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.19,Wild.Clutch.5,ECC_11.2022.Cruninish.LLE/4,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.20,Wild.Clutch.5,ECC_11.2022.Cruninish.LLE/4,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.21,Wild.Clutch.6,ECC_11.2022.Hare.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.22,Wild.Clutch.6,ECC_11.2022.Hare.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.23,Wild.Clutch.6,ECC_11.2022.Hare.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.24,Wild.Clutch.6,ECC_11.2022.Hare.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.25,Wild.Clutch.7,ECC_11.2022.Hare.LLE/4,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.26,Wild.Clutch.7,ECC_11.2022.Hare.LLE/4,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.27,Wild.Clutch.7,ECC_11.2022.Hare.LLE/4,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.28,Wild.Clutch.8,ECC_11.2022.Horse.Island.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.29,Wild.Clutch.8,ECC_11.2022.Horse.Island.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.30,Wild.Clutch.8,ECC_11.2022.Horse.Island.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.31,Wild.Clutch.8,ECC_11.2022.Horse.Island.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.32,Wild.Clutch.9,ECC_11.2022.Lusty.More.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.33,Wild.Clutch.9,ECC_11.2022.Lusty.More.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.34,Wild.Clutch.9,ECC_11.2022.Lusty.More.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.35,Wild.Clutch.9,ECC_11.2022.Lusty.More.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.36,Wild.Clutch.10,ECC_11.2022.Muckinish.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.37,Wild.Clutch.10,ECC_11.2022.Muckinish.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.38,Wild.Clutch.10,ECC_11.2022.Muckinish.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.39,Wild.Clutch.10,ECC_11.2022.Muckinish.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.40,Wild.Clutch.11,ECC_11.2022.Rosscor.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.41,Wild.Clutch.11,ECC_11.2022.Rosscor.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.42,Wild.Clutch.11,ECC_11.2022.Rosscor.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.43,Wild.Clutch.11,ECC_11.2022.Rosscor.LLE/1,2022,NA,Northern Ireland,Fermanagh,County Fermanagh,-7.5271,54.3852,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.44,Wild.Clutch.12,ECC_12.2022.GD10,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.45,Wild.Clutch.12,ECC_12.2022.GD10,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.46,Wild.Clutch.12,ECC_12.2022.GD10,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.47,Wild.Clutch.13,ECC_12.2022.GD12,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.48,Wild.Clutch.13,ECC_12.2022.GD12,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.49,Wild.Clutch.13,ECC_12.2022.GD12,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.50,Wild.Clutch.14,ECC_12.2022.GD3,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.51,Wild.Clutch.14,ECC_12.2022.GD3,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.52,Wild.Clutch.14,ECC_12.2022.GD3,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.53,Wild.Clutch.14,ECC_12.2022.GD3,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.54,Wild.Clutch.15,ECC_12.2022.GD4,2022,Other,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.55,Wild.Clutch.15,ECC_12.2022.GD4,2022,Other,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.56,Wild.Clutch.15,ECC_12.2022.GD4,2022,Other,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.57,Wild.Clutch.15,ECC_12.2022.GD4,2022,Other,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.58,Wild.Clutch.16,ECC_12.2022.GD5,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.59,Wild.Clutch.16,ECC_12.2022.GD5,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.60,Wild.Clutch.16,ECC_12.2022.GD5,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.61,Wild.Clutch.16,ECC_12.2022.GD5,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.62,Wild.Clutch.17,ECC_12.2022.GD6,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Failed,Wild,Fertile,Unhatched,0,Failed,Unknown (but likely early),NA,Phase.1
Wild.egg.63,Wild.Clutch.17,ECC_12.2022.GD6,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.64,Wild.Clutch.17,ECC_12.2022.GD6,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.65,Wild.Clutch.17,ECC_12.2022.GD6,2022,Wetland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.66,Wild.Clutch.18,ECC_12.2022.GD9,2022,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,Failed,Wild,Fertile,Unhatched,0,Failed,Unknown,NA,NA
Wild.egg.67,Wild.Clutch.18,ECC_12.2022.GD9,2022,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.68,Wild.Clutch.18,ECC_12.2022.GD9,2022,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,3,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.69,Wild.Clutch.19,ECC_12.2022.HW10,2022,Wetland,England,NA,NA,NA,NA,4,Failed,Wild,Fertile,Unhatched,0,Failed,14-25,19.5,Phase.1
Wild.egg.70,Wild.Clutch.19,ECC_12.2022.HW10,2022,Wetland,England,NA,NA,NA,NA,4,Failed,Wild,Fertile,Unhatched,0,Failed,~35-38,36.5,Phase.3
Wild.egg.71,Wild.Clutch.19,ECC_12.2022.HW10,2022,Wetland,England,NA,NA,NA,NA,4,Failed,Wild,Fertile,Unhatched,0,Failed,~25,25,Phase.2
Wild.egg.72,Wild.Clutch.19,ECC_12.2022.HW10,2022,Wetland,England,NA,NA,NA,NA,4,Failed,Wild,Unknown,Unhatched,0,Failed,Unknown,NA,NA
Wild.egg.73,Wild.Clutch.20,ECC_12.2022.HW11,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.74,Wild.Clutch.20,ECC_12.2022.HW11,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.75,Wild.Clutch.20,ECC_12.2022.HW11,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.76,Wild.Clutch.20,ECC_12.2022.HW11,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.77,Wild.Clutch.21,ECC_12.2022.HW12,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.78,Wild.Clutch.21,ECC_12.2022.HW12,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.79,Wild.Clutch.21,ECC_12.2022.HW12,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.80,Wild.Clutch.21,ECC_12.2022.HW12,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.81,Wild.Clutch.22,ECC_12.2022.HW13,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.82,Wild.Clutch.22,ECC_12.2022.HW13,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.83,Wild.Clutch.22,ECC_12.2022.HW13,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.84,Wild.Clutch.22,ECC_12.2022.HW13,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.85,Wild.Clutch.23,ECC_12.2022.HW6,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.86,Wild.Clutch.23,ECC_12.2022.HW6,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.87,Wild.Clutch.23,ECC_12.2022.HW6,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.88,Wild.Clutch.23,ECC_12.2022.HW6,2022,Grassland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.89,Wild.Clutch.24,ECC_12.2022.HW8,2022,Grassland,England,NA,NA,NA,NA,4,Failed,Wild,Fertile,Unhatched,0,Failed,42 (after re-staging checks),42,Phase.3
Wild.egg.90,Wild.Clutch.24,ECC_12.2022.HW8,2022,Grassland,England,NA,NA,NA,NA,4,Failed,Wild,Fertile,Unhatched,0,Failed,42 (after re-staging checks),42,Phase.3
Wild.egg.91,Wild.Clutch.24,ECC_12.2022.HW8,2022,Grassland,England,NA,NA,NA,NA,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.92,Wild.Clutch.24,ECC_12.2022.HW8,2022,Grassland,England,NA,NA,NA,NA,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.93,Wild.Clutch.25,ECC_12.2022.HW9,2022,Wetland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.94,Wild.Clutch.25,ECC_12.2022.HW9,2022,Wetland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.95,Wild.Clutch.25,ECC_12.2022.HW9,2022,Wetland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.96,Wild.Clutch.25,ECC_12.2022.HW9,2022,Wetland,England,NA,NA,NA,NA,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.97,Wild.Clutch.26,ECC_14.2022.NE05(4),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.98,Wild.Clutch.26,ECC_14.2022.NE05(4),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.99,Wild.Clutch.26,ECC_14.2022.NE05(4),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.100,Wild.Clutch.26,ECC_14.2022.NE05(4),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.101,Wild.Clutch.27,ECC_14.2022.NE05(6),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.102,Wild.Clutch.27,ECC_14.2022.NE05(6),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.103,Wild.Clutch.27,ECC_14.2022.NE05(6),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.104,Wild.Clutch.27,ECC_14.2022.NE05(6),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.105,Wild.Clutch.28,ECC_14.2022.NE06(8),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.106,Wild.Clutch.28,ECC_14.2022.NE06(8),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.107,Wild.Clutch.28,ECC_14.2022.NE06(8),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.108,Wild.Clutch.28,ECC_14.2022.NE06(8),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.109,Wild.Clutch.29,ECC_14.2022.NE08(4),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,2,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.110,Wild.Clutch.29,ECC_14.2022.NE08(4),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,2,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.111,Wild.Clutch.30,ECC_14.2022.NE11(4),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.112,Wild.Clutch.30,ECC_14.2022.NE11(4),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.113,Wild.Clutch.30,ECC_14.2022.NE11(4),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.114,Wild.Clutch.31,ECC_14.2022.NE12(2),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.115,Wild.Clutch.31,ECC_14.2022.NE12(2),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.116,Wild.Clutch.31,ECC_14.2022.NE12(2),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.117,Wild.Clutch.31,ECC_14.2022.NE12(2),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.118,Wild.Clutch.32,ECC_14.2022.NE21(1),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,3,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.119,Wild.Clutch.32,ECC_14.2022.NE21(1),2022,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,3,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.120,Wild.Clutch.33,ECC_15.2022.GS,2022,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.121,Wild.Clutch.33,ECC_15.2022.GS,2022,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.122,Wild.Clutch.33,ECC_15.2022.GS,2022,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.123,Wild.Clutch.35,ECC_15.2022.Tower,2022,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.124,Wild.Clutch.35,ECC_15.2022.Tower,2022,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.125,Wild.Clutch.35,ECC_15.2022.Tower,2022,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.126,Wild.Clutch.35,ECC_15.2022.Tower,2022,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.127,Wild.Clutch.36,ECC_15.2022.TS.High,2022,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.128,Wild.Clutch.36,ECC_15.2022.TS.High,2022,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.129,Wild.Clutch.36,ECC_15.2022.TS.High,2022,Grassland,England,Lancashire,['Lancashire'],-2.4609,53.8622,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
